TR:ExtLiverPKNPCB:CellLine,TR:IFNg,TR:IGF1,TR:IL1a,TR:IL6,TR:LPS,TR:TGFa,TR:TNFa,TR:GSK3i,TR:IKKi,TR:JNK12i,TR:MEK12i,TR:PI3Ki,TR:mTORi,TR:p38i,DA:AKT,DA:GSK3,DA:Ikb,DA:JNK12,DA:p38,DA:p70S6,DA:p90RSK,DA:STAT3,DA:cJUN,DA:CREB,DA:HistH3,DA:HSP27,DA:IRS1s,DA:MEK12,DA:p53,DV:AKT,DV:GSK3,DV:Ikb,DV:JNK12,DV:p38,DV:p70S6,DV:p90RSK,DV:STAT3,DV:cJUN,DV:CREB,DV:HistH3,DV:HSP27,DV:IRS1s,DV:MEK12,DV:p53
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.161441,0.003626,0.000000,0.000000,0.000000,0.797206,NaN,0.000000,0.071345,0.497135,0.028573,0.000000,0.558858,0.262119,0.522545
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.001281,0.265308,0.000000,0.999849,0.999759,0.986124,0.914970,0.000000,0.851259,0.995911,0.243461,0.999260,0.991837,0.835592,0.823421
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.423165,0.001741,0.000000,0.000000,0.000000,0.679923,0.831013,0.999852,0.398932,NaN,0.018477,0.000000,0.519794,0.472755,0.548455
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.918589,0.900693,0.000000,0.000000,0.000000,0.945975,NaN,0.000000,0.262936,NaN,0.000000,0.000000,0.745795,0.086486,0.575200
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.717045,0.785591,0.000000,0.000000,NaN,0.986075,0.991265,0.000000,0.115075,0.993574,0.032082,0.000000,0.989514,0.940396,0.000000
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.005593,0.000000,0.000000,0.000000,0.000000,0.144552,NaN,0.000000,0.000000,0.000000,0.102384,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.620260,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.003358,0.000000,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.735764,0.000000,0.000000,0.000000,0.000000,0.335695,NaN,0.000000,0.000000,0.000000,0.009953,0.000000,0.000000,0.001123,0.013614
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.729513,0.021905,0.996829,0.000000,0.000000,0.104337,NaN,0.000000,0.295865,NaN,0.000000,0.000000,0.014821,0.011145,0.132966
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.329579,0.263803,0.999823,0.999830,0.999756,0.983294,0.924778,0.000000,0.973666,0.996852,0.274284,0.999543,0.993044,0.812269,0.726049
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.737375,0.018394,0.000000,0.000000,0.000000,0.087765,NaN,0.999733,0.000257,0.473625,0.000000,0.000000,0.027714,0.407436,0.014922
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.923167,0.896868,0.000000,0.000000,0.000000,0.145941,NaN,0.000000,0.035316,NaN,0.000000,0.000000,0.001630,0.254864,0.170360
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.909337,0.850500,0.000000,0.000000,0.000000,0.971751,0.993309,0.000000,0.740199,0.994050,0.291327,0.000000,0.987550,0.931223,0.252902
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.751877,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.100217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.262498,NaN,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.282364,NaN,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.015146,0.000000,0.047059,0.000000,0.008449
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.518990,NaN,0.996533,0.000000,0.000000,0.303143,NaN,0.000000,0.526533,NaN,0.017786,0.000000,0.038142,0.000000,0.229299
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.000000,NaN,0.999825,0.999793,0.999786,0.973506,0.873488,0.000000,0.971525,0.995378,0.314984,0.999441,0.993268,0.488033,0.324885
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.490737,NaN,0.000000,0.000000,0.000000,0.297966,NaN,0.999706,0.028242,NaN,0.026888,0.000000,0.060592,0.073480,0.000000
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.925189,NaN,0.000000,0.000000,0.000000,0.927590,NaN,0.000000,0.000085,NaN,0.000000,0.000000,0.337838,0.085723,0.085054
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.897121,NaN,0.000000,0.000000,0.000000,0.986702,0.992122,0.000000,0.775916,0.994853,0.152870,0.000000,0.989763,0.933501,0.015597
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.495277,NaN,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.073369,0.003496,0.001999
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.151426,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.020462,NaN
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.000106,0.000000,0.000000,NaN,0.000000,0.000000,NaN,0.000000,0.000000,NaN,NaN,0.000000,0.000000,0.000000,0.144624
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.035420,0.000000,0.995749,NaN,0.000000,0.054889,NaN,0.000000,0.000000,0.476621,0.102384,0.000000,0.000000,0.032498,0.080810
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.154977,0.032904,0.999632,NaN,0.999783,0.939697,0.888891,0.000000,0.636093,0.996792,0.062671,0.999148,0.955014,0.686228,0.045440
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.058848,0.000000,0.000000,NaN,0.000000,0.000000,NaN,0.999739,0.000000,NaN,0.226347,0.000000,0.000000,0.058638,0.249268
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.914230,0.181561,0.000000,NaN,0.000000,0.021976,NaN,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.059600
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.727187,0.490633,0.000000,NaN,NaN,0.978179,0.987883,0.000000,0.000000,0.994819,0.076394,0.000000,0.983382,0.939792,0.115205
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.000051,0.000000,0.000000,NaN,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.174083,0.000000,0.000000,0.051261,NaN
